sentence,emotion
@_enzo blech... thats a fail when you're receiving dollars. I quoted a job in USD last month. i'm getting paid now = major losses,0
"@aliwise TMZ HARVEY LEVIN, OR TYPE....TMZ IN ...FIND PEOPLE   ~~~~",0
First time I'm going home early  sucks to b single no one to call,0
@veronicasmusic When are you guys coming back to do a tour in Oz? I missed you when you were here earlier this year   Made me sad,0
"hmm. I'm disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help.",0
its taking foreverrr for @jess_0000 to get here  im bored..,0
is very cold,0
what a waste of lives ... http://tr.im/mLou,0
"@mjh81 I know man, my day off and am pulling myself out of bed",0
@yenbearr yis  i ryke it.,0
I'm havin the stupid stomach pain again &amp; again... Today is my outing with SPH frenz &amp; my stomach nvr fails to dissappoint me. Haiz,0
if not impossible,0
boo for all the season finales..,0
"@OpheliaPunk nothing  it's sad, actually",0
@Vzzzbx I'm glad/sad that it's not just me/my iPhone  #badoptus,0
likes being friends but it hurts when u love your friend but the feelings arent the same. trying to sleep. has to really try to give up.,0
"@TheLastDoctor He was creepy for me at first, but I did really grow to like him. I cried like a baby when he and Tosh died.",0
going down the post office to try and sort this whole ebay hacker thing,0
Bacon Fail at Gulb... lack of chef,0
@chantalclaret D; You get hate tweets  that's sasd.,0
is suprisingly okay. or possibly still drunk. goodbyes suck though,0
i wanna go out,0
"it's overwhelming how i'm finally catching up with my cousin/bff since i was three who i haven't seen in years. ah, memories. miss her",0
SF felt WAY too intense for me tonight. Hope that doesn't keep up. Upset with myself for not hanging with @fascinated and pearl,0
"@divabat so sorry to hear that.  I lost two hard drives this year, I know the feeling",0
So many farewell parties! sad to see people leaving ..,0
I'm sleepy but is feeling under the weather! ugh! These damn tonsils. I need some company or somebody to talk too!,0
im the only ho that didnt go to tigerheat tonite,0
not to be too macabre but its hard to believe we dropped a real nuclear weapon on real japanese humans.  http://ow.ly/9NRu #warisfucked,0
@OpheliaPunk i wish i wasn't all  bummed but i kinda am,0
@notmywords yup-unfortunately  Took today off work and just slept all day.,0
is feeling so bored... i miss school time,0
@etschuetz that sux  but mayb 4 the btr u nvr know,0
Cant sleeeeep &amp; i miss my long hairrr,0
mom is ok so far. just missing jaron,0
has had AWFUL hiccups today and now can't fall asleep because of them,0
"Use twitter, quit life",0
Listing to old jb music.... Going bck to 2006&amp;2007 &lt;33 i miss tht,0
"Just woke up &amp; can't go back to sleep. Had a txt from the bff sayin if you're up call me, sounds important but that was 4 hours ago",0
My truss failing  http://yfrog.com/154upj,0
Trending Topics on Twitter used to useful. Now they're just like middle schoolers passing around notes cause class is boring.,0
@helloinsightful CEREAL DOESNT COME WITH TOYS ANYMORE!. i jus been thinkin i was buyin the wrong kinds  say it aint so Mo.,0
Now the mosquito truck is waking me up,0
Another boring meeting to attend,0
damn i missed @xsparkage's blogtv  i hope it was funsies?,0
"I'm torn, do I get an extended warranty for my iPhone when mine runs out, or jailbreak? I've already got problems with battery &amp; earpiece",0
friday night is my fav night of the week but now I have to go to stupid dog training classes,0
"@xBellaMariex Hello Bella, why r you going to delete your account..?",0
@nicolepenney That sucks! I'm going to be doing summer school.  Need to catch up on several units,0
"Damn, 4got to turn off my alarm so I woke up at 5:45am",0
I miss Cary and want to drink some chocolate milk with him.,0
im ill hate it. seeing the doc at 5 too 10.,0
@JasonVonBerg thats the crazy part - was for 16:30. but reasons include &quot;full schedule&quot; &amp; &quot;travelling with his daughter&quot;... So. Not. Cool,0
Approaching the weekend quite quickly and so much more work left to do.,0
NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,0
Disturbed. They sold the baby tiger I met in Thailand as an exotic pet. Greedy bastards,0
"and I'm so naughty I cant even take my dog, I have to sit &amp; watch how proper dog owners do it, will Brunos life ever be the same?",0
"Also, anyone else hayfevery today??? I've only been awake for 40mins and sufferin already",0
I'm glad that all got cleared up.  I lah you!  Idk why Linda hates me though..,0
@alexandramusic morning Alex hope you will be tweeting lots today as we do miss you when you aren't on here  xx,0
@TheeRealFDHC Sorry to hear that man  He is were the bullshit cant reach him now. My heart goes out to you and your family.,0
im cold  i still cant find my hoodie,0
"Um, why arent episodes 1-14 of Lost season 5 on abc?!  Good thing Im going to Vegas in the am to keep me distracted from this tragedy.",0
@Kristie999 same. Was going to try warm milk but I'm lactose intolerant  haha.,0
Mom has left... again,0
chapter 27... probably on monday. i still need more comments.,0
"... need retail therapy, bad. AHHH.....gimme money geebus",0
cant sleep  so tired! goodnight... maybe :/,0
"@dtothealex really... I'm an alumnus, and I don't know myself! and we didn't have Macs yet when I was there...",0
"Back to LA from Las Vagas, Nice Trip , Nice Food ....but lose $100 with Slot Machine...",0
wowowee willie of fortune is just making me depressed  damn love.,0
Watching Jimmy F.  delete all his social network profiles  No more Jimmy cyber time.,0
"Desperately wishing I could sleep - But I am too frazzled about my Gma, and can't sleep.. :'( It's really bad tonight  xx",0
No allowed a calculator for this exam despite it containing laths that is impossible to compute in my head.,0
3 hours of sleep and a mild hangover = carelessness and the loss of a brand new ipod pouch,0
"Wee laddie's been SO upset for about 2 hours. Tried soothing him in bed, nursing, etc. Nope. Up at 3:30am for real food. Blue Clues now.",0
@madeofhoney1 im sorry. i dont wanna cuz of how u act. u just turn right around and ignore me and all that,0
Ugh id better get up for work,0
had my lip pierced for about 30 minutes.  and then it died.,0
why not everything workout as you planned.,0
aww only 15minutes left of family guy,0
I wanted to see the story on ACORN tonight on Glen Beck but I missed it,0
Tv arrived but can't play cos have to go to stupid work,0
going to bed...with NO sexy time UGHHH!,0
Sometimes I have a pillow and sometimes I don't,0
"@kpatthethird FML dad didnt leave me any moneyz, so i have 2 wait till he gets home   call me when you finish work?",0
I miss Feb 23rd 2008  best night of my whole entire fucking life. I'd rather re-live that night then win $1million.,0
"@harneet @RangitaNandy as a kid, i remember searching with the local video store owner in a godown , got a video tape with fungus badluck",0
#freakyfriday Slipped in the shower and fell. Lucky to escape with just a couple of concussions!,0
Damn I failed in my assassination attempt on Louis  re: http://ff.im/3mrIM,0
@displayspook damn i missed it too,0
Y AM I STILL AWAKE!!!! SMH.... THIS SUCKS!!!,0
is having headache and colds...,0
This headache is killing me yet I need to cover some boring police event.,0
I'm sooo lost without my car  This is truly depressing. Pregnant people should NEVER be this stressed out!,0
@jessiimiica I am like the most saddest person on jtv right now because you are not on,0
"Heathrow Connect is ï¿½7.40,i thought it was a bargain (express is 15),but then it terminated at Hayes/Harlington and i had to take a bus",0
"@brookedanielle_ it just upsets me , becasue like 6 years we have loved them .. and then this happens  imm really uset now x",0
Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry,0
I was looking forward to seeing @PapaRoach in Raleigh (fan for 10 years NB too) but scalpers took the tix and sell them for $200  morons,0
@chasssss they got attacked by the club,0
@xxsteebiexx lol i know i wld like to get a reply from seann william scott but he dont reply  and hes one of my favourite actors,0
i'm so mad that im going to be missing the maine tomorrow because it takes all effing day to fly to florida,0
"Google Wave presentation: http://bit.ly/2ehfov  I'm not very impressed. It's nice, but it's not really for me",0
Fixed my favourites. $180 and the heels fell off after 4 wears,0
Nice action shot: http://bit.ly/m8zfx   I miss working a pole.,0
I am not going to entertain any request for reducing shipping cost by using registered post instead of courier from now on....,0
Going to miss my roomie @Staycy... We will no longer be roomies starting tomorrow,0
dreading work tomorrow wish I had one more day off,0
@mizzlalabaybii @KEWSBOOGIE im just so lonely right now. maybe SADE GOT ME FEELING LIKE THIS,0
very tired and anxious,0
its my burfday and i'm all alone,0
"@JoelMadden I applaud you for accepting gay marriage, I have rels that are born again that hate me for it.",0
Headache,0
@Alma773  want somebody to hold me Alma! tear tear,0
Its beginning to get way too hard to please all of my friends at once,0
@MrDeNiro i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh,0
not in the mood,0
I'll miss the 39th floor view...,0
now i'm awake i can't get back to sleep,0
Now i feel really really bad...sorry,0
@elmers10 miss u more,0
"@HellenBach the geek, the stepson and the live in nanny love BGT, me - can't stand it!  Had to watch TV upstairs all alone!",0
Enjoying the nice couple dad with my brother to bad we never really see each other anymore...,0
"Just got finished watching marley and me, and I cried like a fucking baby...I'm missing my beast like crazy!",0
My phone passed away yesterday.. He jumped off the table  Searching for a new phone...,0
oh my god. my twitter feed has been taken over by geeky stuff! @bmw @brampitolo @kodinlanewave @kenkeiter so funny! I wish i understood,0
nobody loves me on twitter,0
"@iAmNauj can't.  wish I was sleeping. Gotta be at work in less than 4 hours... Wait, what're u doing up???!",0
@Rina_spn your boyfriend didn't even say bye!,0
Have you ever realized you never fully have everything you want?  feelin' down.,0
"Gutted, been invited to a bbq tomorrow night, gonna miss the BGT final   ...Wonder if they can wheel the TV outside??",0
@jerseyzmorenita: Sad But True  :: I SHouldnt Right?,0
supposed to be great weather today &amp; 2moro; just my luck Im stuck in work 1-10 both days!,0
"i lost all my friends, i'm alone and sleepy..i wanna go home",0
@brainstuck i didnt get the joke,0
"Also, I'm really missing Sami... just thought I would throw that one out there...",0
i REALLY miss my photofiltre and photoscape  GIMP is too damn confusing,0
at last i wr0te again....got bored the previous dayss....,0
@binncheol  I'm afraid so. All tour I have had people refusing to believe that I am anything else... Irish all the way.,0
It's 4 am and I'm hungry,0
Why do weddings on TV make me cry? Is it just my inner desire to be eternally happy and start the rest of my life??,0
can't go to bed  An am sooooo tired!!!,0
man.. it's starting to rain real hard..,0
Just wrote lyrics to my new song exciting!I slept on a full stomach again it's the worst feeling waking up and still feeling full  euggh,0
got paid nowhere near as much as she thought she would,0
I have not been this sick in years. OMG. This sucks so bad. Sickness ended up including a full restroom cleanup.,0
@pilgrimfamilyuk oh no I hate that,0
"How I wish I get at least 2 days-off in a row. 1 day off is not enough to rest.  3 days on, 1 day off, 4 days on, 1 day off...Ugh!!!",0
@hojomo im having trouble finding really yummy egg free ice-cream   #favoriteicecream - got any recommendations anyone?,0
I guess you're not talking about Orlando Magic @whoiskenan! There was nothing magical about it,0
I never thought falling in love can cause so much pain...  good thing that I'm so over that phase!,0
"@MarkK_H when you wake up, tweet me and let me know when ur on msn. I really need to talk to you  miss you",0
@libbyoliver caught tweets on it and got home in time for the last 5 mins of the ITV2 show!! #bgt Out tonight too so will miss it again,0
The Good: I drank Jager and licked a hot asian girl's foot. The Bad: I was reminded once again that I will never get asian girls ever.,0
"3 hours sleep last night, all of my being wants to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too",0
"Is so freaking bored on the bus. Hate being poor, ï¿½4.80 return for a 10 min train or ï¿½2 return for an HOUR long bus.ipod has no battery 2",0
@BK_II I have no choice  have to get on it!,0
"@FelipeAzucares Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed.",0
Its a lovely day sky is clear birds are singing and i'm stuck in an office with on windows for 9 hours,0
"nothing could get worse, or could it? if it did i think id be on the verge of killing myself or someone else, things are not good anymore",0
todays weigh in....  only lost 1/2 pound this week :o depressing,0
@SASHAMINAJ lol   the things u gotta do sometimes man smh lol,0
"@sophiatam haha yea! Just working and chillin in the eastbay. Unlike u, I don't get a summer break  boo",0
"@papermelody although these are a BIT tighter (smaaaaller) than my last pair, they were baggy as hell, now I get front wedgies",0
"Damn, got Chili Beans on my shirt  I hate that I can be a messy eater. Such a lady!",0
@JeremyRylan I'm on mobile web and it won't let me  it looks awesome though....and no one reads my tweets anyway.,0
"@dave_mueller yes i love it  its just a little bit complicated, because i want it on my BB , but it doesnt work",0
"i'm so sad, because my beloved boy doesn't online, i wait for him everyday..",0
@DaveDeRoo hardly :/ some of my furniture is being shipped from who knows where and is backordered  I may cancel and shop local.,0
"bwarg. can't sleep, tired of drawing.",0
"Don't have time to chat (sorry girls  Miss y'all!), but we have a new lawnmower... yeah, that was today's highlight. Tomorrow is...",0
@pyroezra i really wish i could.,0
@Nelja exactly like that ...in glasgow now ...it's a bgt busier,0
Can't wait to come home! I miss my Bubba. Too bad my parents are taking him to Canada.,0
I'm SAD SAD SAD!!! thought my aunty Stina coming but no more  i was so looking forward to having family..i miss dat! i'm alone on maui,0
has to do two 50 page assignments this weekend  there goes any chance of relaxation!!,0
Town. Uncle and Gabriel are coming in. I miss Gabe  Tempted to ask if I can go back to Baton Rouge with and stay with other side of fam...,0
lost my BA115 enlisted class in CRS!! ( whyyyy. hindi naman conflict or whatever.  ang labo ng CRS grabe. T.T,0
3rd day of pain,0
missed out on westcott micro apollo too,0
"Dad: &quot;No trips to Lahore for you.&quot; Me: &quot;I do live in DC &amp; NYC which also = big targets.&quot; Bummer, no Pizza Hut chicken tikka pizza for me",0
Last night I had 1/2 a bottle of wine in my house and 2 cocktails. Came home sober but still gonna be sick,0
"@DatDoodRace Thts kinda young 4 me, boo.",0
Weather is back to being great! Shame I have to wait in for my delivery,0
@Jonasbrothers movie out today but i cant go see it,0
@HoneyJune k... i guess i cant help it.... byeee 4eva....  (m really sad),0
I hate the &quot;out-of-nowhere&quot; stuff...,0
sick n tired of people who steal other people's work,0
"@SeandBlogonaut daddy wanted to buy me shoes, but they were prettie esspensive, so nao I haff to go bearfoot",0
back at work  its too warm to be in here today!!!,0
"Went to the Athletics Carnival today! Tired, very tired! I hurt my back when I jumped for the second time on the High Jump!",0
its too sunny for work  !!!,0
boys and girls lie? awww is santa not real either?,0
@oliviamunn that was pretty lame babe,0
@rawrgoesaimee Ah bibisita ka kina GQ bukas o  sasama ka sa Rushers EB? I won't be able to visit Jumpstart tom coz I have something to do,0
i miss my daddy,0
owww i think i tore something in my leg,0
@Beckinelson idkk if il get to see it again,0
Bah day is not ending as nicely as it began,0
"Already 26.1c in our office. Can people melt? We're fighting for air con because fans just don't help, but can't find the budget",0
@iamdiddy I don't think they sale Ciroc where I stay..Damn..thats just my luck,0
@ferretwho Defeated by a Polo,0
"@violetbakes My friend is a massive Beatles fan, and she wasn't impressed",0
@kathtrinder @samscam what's that? The sun? No sign here,0
@Emiily_Kate i know its heaps awesome. if your not working all weekend,0
@mistermagnus A friend uses Logic and I must admit I did like it...but I don't have a Mac,0
It's too hot to be sat in an office!  I wanna be out in the sun shineeeee.,0
@BlueEyed_Cat @himynameisrose we all know and yes dont remind me im so effin jealous  fuck aust some times,0
Is now crying  Omg I am fed up with this pain !!!,0
I'm up way to early today!  Work later.,0
im really tired.. not much time to sleep,0
"@codemonkeyism there were attempts to somehow extend inner classes, which would be close to #closure, can't find the ref ATM",0
sad day!!!!! Love you Maï¿½ (8 years ago!),0
Is going to get a full nights sleep tonight so her arm can get better. It's no fun being forced to use your left hand,0
@jennytalia SHUT YOUR FACE! Why are you so mean to me? Pedro is supposed to be the mean one,0
... and itï¿½s FFA *evil grin* but Iï¿½m so busy at work today I wonï¿½t get anything done,0
"Fell down the stairs at dancing, sword fell on me and now my bum hurts",0
"@wethedan nope, would be no music",0
@JustDarline DArLiNE!!* miss you,0
Why didn't I book today off as well could not be bothered with work the weather is too good to be in here,0
@ncremins thats not really fair. I mean you just up and leave like that and you dont even give us a party  So when you coming back or  ...,0
@tahninial just called me a cheeseburglar. He made me sad,0
Getting bored sitting at the hotel room the entire day,0
can't believe I'm peeling from one and a half days of sunshine,0
I wish I had a concept of what time it is right now....  not adjusting well. Obvs.,0
Feeling pretty poo today,0
I wanna go to the beach...but I have to study,0
What's worse than a fever and sore throat? Cancelling a trip to see your little bro because of a fever and sore throat.,0
On a brighter note.. still at work at 6:15 on Friday working on other peoples problems...  oh man. I'm SO eating pizza tonight. hoorah!,0
"Had a crazy night, lost keys, walked home, missed my papi's calls from the swizzy.    I'm sad",0
missed the #jonaswebcast,0
"At millys having some yummy asian food! Haha. And listening to let go, such a sad song",0
my blog is crashing my browser,0
My mind is playing tricks or me!...or could it be? Either way this ish is on my mind heavy and in sleepy,0
@LaylaNatalie nowhere babe  ice come to do a few jobs here this morning *sigh*,0
@terryronald When does it close? I didn't think it'd been running that long? I still haven't had chance to see it!,0
"@ladybug8320 oh yes i sure will, but sad cause i will miss the view at the house am leaving actually",0
"#liesboystell Your the only one, I love (they really have several women)",0
@NANCY___ just got your TWEETS. that sucks my love,0
fuck elora danan are breaking up  too and im missing their last nsw show too  def need to hit up melbs !! someone come with ?,0
I guess its bedtime. Goodnight twitter.  my bed is so big and empty without him.,0
My car broke down.   Time to start looking at getting another.  If its not one thing its another.,0
@subray put me right off my scrambled egg breakfast  #fartingloud,0
My assistant had me watch The Notebook. I miss Deborah,0
it's official- the Twilight Saga has ended...*sigh*...my life is empty!,0
"@SamGrierson awwww....    , ah well at least I can sober up for a week or 2 and possibly get to the gym.....u gonna make music live? xx",0
@pinkbunny69 awww thts no good hun-i'm having the worst day as i'm sick as,0
"@breagrant Thought you was one of the best on Heroes, pitty they are killing all of the good characters off  how do i use this thing!? lol",0
"Nooo! I'm ill  Must Have Paracetamol! Nice weather today, though.",0
"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP",0
@gedhead if only @stephenfry wouldn't have some fiftythousand followers... hugh laurie's just a needle in a haystack now!,0
"4th time in 1 month that i'm spending time @garage, for a broken airco this time.... sigh, great with this weekends weather",0
Is going to miss Reemer for a couple of months now the tour is over,0
@MAVinBKK I know but the wait will be worth it - November just seems so far away at the moment  ;),0
is now writing 100-word newsbites  http://plurk.com/p/wyb4h,0
"@ankurb english screwed up my overall percentage in X, in XII again and probably in adm tests too. shit happens.",0
low low low low low low low low low.............................,0
I'm slowly reallizing how this burn I got at work 5 hours ago really sucks,0
"@lupin_bebop that's lame, sorry",0
knee surgery.... back home for about 6 weeks,0
@sassisam agh mine just left for New York last month!!,0
"@KINGmoney yep and its freezing, i hate winter  im literally wearing blackets",0
My room is too hot to sleep in.,0
is way too sleepy to be awake,0
I overslept  headache,0
@drumstickboy I also used to be close with adiel and sabby. But now they changed alot. I like when we were in sec 1.,0
@kevincl Same here. But I am just going to browse SA until I get bored.,0
@ConcertJunkie &quot;I SAAAAAAID!!&quot; Haha. It kinda makes me sad though.  http://bit.ly/uJUA3,0
@nursebettie666 he is the meanest lil boy ever!!!!!!!!!! When I was a lil girl everyone loved me,0
"#freeagentapp free trial ran out today, cannot subscribe because Abby accidentally canceled my card - still waiting for a new one",0
Guitar lessons tomorrow. ( I have to wake up early again.,0
"Last day in Exeter! Had last session in gym, last breakfast.. last meeting coming up",0
I'm so dizzy already and I'm only on the third page of chapter 73  *plops head*,0
I'm soooo sleepy  but I'm not a home just yet,0
So Tired. It's not right to have to get up so early,0
i have a headache,0
@livetosingxo and i had our first fight,0
"Some of the figures quoted are so wildly optimistic, they are the stuff of science fiction.  A bit disapointed in CIBER and SABIP",0
"It's clear intellectually that severing my relationship was best, yet my heart seems 2 B in complete disagreement. It hurts so so much",0
@ashleeadams I don't know what to say except *hugs*,0
10 minutes to boarding; 14 hours to home. no window seat,0
@amerz Love it! I wish my other half could even name web design ladies,0
"#bigfanfriday 2day, &amp; i go &amp; friggin loose 1, life sucks!!",0
@ihuntmidgets I just wish @kimmikennedy would send a bruh a DM 'I won't be on til' so I don't waste my erection on a bot,0
"[Wrong!] #liesboystell Your the only one, I love (they really have several women)  http://tinyurl.com/nl6pct",0
"Felt like crap, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",0
"right, so richard marx's right here waiting is really making me feel nauseatingly sad.",0
@captblackeagle  miss you captain,0
"@KnightOnline booooo, at least give us what the mantanence is for? we've waited this long, can we have hints clues or full detail pls?",0
"ready 4 the weekend! yay me. even though once its over, im the lucky person that gets to work 10 days in a row till i get another one off",0
@b4dm1n7on I heard that you can't make it!!,0
"At school, it's so boring",0
itï¿½s raining... I hate rain...  going to shop and drink coffee all day.,0
@KINOFLYHIGH fuck i shouldnt have left!,0
hm...still workin on my contract.hmm...i'm feelin awful..,0
@iamdiddy it is so sad that me and my roommate fry chicken just about every night @ 330 4. We just finished tonight's batch,0
@girlx they're at the bottom of the thing and aren't moving at all. feels bad man.,0
oowww...why do wisdom teeth hurt so much,0
"@gleeding Need a tickettttt  Gah. Ya you've got me on there, reason346.. Haven't listened to dear Elliott for a few weeks...overdue..",0
I can't sleep!!  epp someone is awake and it scared the crap outta me!,0
beautiful day... and im working  leaving now so i can get some sun though,0
@skateramps omfg  whyyyyyy not that sucks!!! and r18?? wtf...  T.A.I. getcho' asses down here,0
I got a new high speed Machine stuffed with latest technology for Development in office but it z crashed now,0
@kateesslemont i tried. and failed,0
Elena left this morning. Nine months spent living with her and now it'll probably be about 2 years till I see her again. Hmph.,0
@Wiccawise21   We're idiots.  Ok mostly I was skint but hell I could've done something......,0
I was sleeping soo good but just woke up like 10 mins ago n got sick  not feeling so great. I wanna go back to sleep but I'm wide awake.,0
Happy Grey's day everyone! Oh I miss Grey's!!,0
im so hungry and i have nothing to eat,0
"oooh battlestar galactica is on the other channel. it's the rebellion episode! man, i feel so sad about what became of gaeta.  i liked him",0
@ijoostin Not so good  I think that's my fault though - didn't use buttermilk. Recipe was on back of the flour.,0
@kirsty_l I got excited when I thought that exhibit was in Sydney. But it's not,0
Just got bullied by Dillah.  HELP!,0
dam just finished watching Prison Break: the final break...omg i dont think i've cried so hard for a show..Finally understand the finale,0
afaik A LITTLE SAD THAT CROCCOS IS NO LONGER AVAILABLE FOR SALSA WED NIGHTS. BUMMER!!!!IENJOYED GOING THERE WED NIGHTS.,0
@irrationallogic Yeah daw. Awww...  Wear a mask na!,0
Enjoying the sun with a heavy heart no depeche this weekend  no spending time with the man I love too double gutted,0
"has a headache. wants to go out but doesn't think it's worth it, maybe, i don't know",0
Is Sitting Alone In A Very Quiet House !,0
"I'm up. getting ready for skill. can't wait to fail my bio final yay! ugh, honor classes suckkkk.  ):",0
The doggy is sad  cheer up Jessie!,0
@paulshadwell Thanks for trying! Done just that and no good  If I can't fathom it I'll take it to Apple Store. Sigh...,0
im sick and sad its cold,0
"It's a beautiful day outside today, shame I'm stuck in the office with the blinds shut to stop glare.",0
Why am I always the one on time. They are always late. I wanna sleep. I miss Mere.,0
@RedMummy And it's such glorious weather too - poor you,0
Never has a 2pm finish looked so enjoyable. Pity I'm teetotal for another week,0
Wide awake and grouchy as fuck.,0
i keep coughing my guts up,0
@lucyburchell sorry we didn't get a chance to chat at #screengrab09. Caught glimpse of you across room but was dragged home prematurely,0
@torilovesbradie last thursday or yesterday that sucks i missed it  was it at lunch time ox,0
@pntbtrkisses I agree with @Dog_Crazy it's not worth it - block them &amp; let Twitter police know about harrassment.,0
@dannymasterson Miss you in that 70s show!!!!!!,0
home alone and no one left me any gummy bears,0
Why did I agree to work on this gorgeous day?,0
@sixjaw i can so sympathise with that,0
wished didnt spend money last night,0
"@_supernatural_ http://twitpic.com/6695k - hhaha, now i wanna cry too",0
"I don't feel well. I feel like i could throw up, and my throat hurts really bad! Sad day",0
"made dentist appointment. 9th of June. feel sick and nervous already  However. Ibprofen, Paracetemol and Codeine are my friends. *sigh*",0
Off to work now apparently sun shining not a valid excuse to stay home,0
i am living in ignorance  :@,0
Not made it to work  couldn't get up feelin blurgh,0
Such a nice day today but stuck indoors revising  3 weeks and it is all over!!,0
"Loving the weather this weekend, shame i'm back into work tomorrow",0
i have the bigggest headache,0
awe.. gotta go.. my mom commands me to sleep already..,0
Hulu Desktop looks nice but not for my region,0
I knew I shouldn't have confessed to using phone to look up answers in pub quiz. A shame is now upon me,0
Have been rolling on the bed for the past 2 hours ... Still unable to sleep,0
I had a bad dream an now i cant go to sleep   KEILIGIRL254,0
I can't sleep without him nearby,0
@BrodyJenner i live in manchester england but still have never been to london,0
@RedBaff I have popcorn and fruitcake now...but it's just not the same as Chocolate,0
@zachsang when nina picked up my call lastnight i didnt know she was talking to me and i like totally didnt answerr,0
LAST DAY in St Andrews.. i will spend it on west sands! and then packing,0
Got three shots today.   I can't lift my arms...,0
its too early  i wanna go back to sleeep,0
"feeling very stressed and strung out, awake at 4.50am, mind buzzing... and Mrs Dr. A is not talking to me",0
"@Ste1987 Feel your pain with the hayfever - forgot to take mine yesterday, again.",0
Can't believe ER is over,0
"No AC, the fan doesnt swing our way ... we are sweating it out on a hot humid day",0
@dublins98dave me too! I am down 400 euro,0
"@AdamBien good luck. An me waiting that they are online, can't be in #JavaONE this year",0
"Dagnamit, latest power twitter update is pants - no clickable links",0
"Tired, tired, tired.. Didn't sleep well last night..   Thought too much.. Slept not much.. Glad that it's almost weekend!",0
Devon has caught and ate a fly. I dont know why she swallowed a fly. I guess she'll die.,0
@Karina_Escobar some people seem to be getting over it pretty quick  and the guys to me didn't seem to care,0
My friend went to New York without me and all I got was this picture of her and Will Smith  http://twitpic.com/669l2,0
my head hurts,0
@James_Phelps I was sad yesterday..1 of the guys from my fave band quit the band  and they replaced him,0
Finally. Deleted her number from my phone contacts  #heartbreak,0
@gfalcone601 ohhh ok. thats upsetting  sorry for wasting your time. xx,0
@spotibot I am afraid you've had a bit of a #fail as the last two recommendations aren't available in the UK,0
@BeckyBuckwild Omg Beckky i love you! you should've won the 250G's  i was rootin for you.. hows things going?,0
ahh yes the obligations of a vampire kept me away from twitter.but now i'm back &amp; will try 2 update as much as possible.i lost a donor,0
@chescaaaaaa  yeaaaahh.,0
@JackAllTimeLow I wish I could go to your melbourne show but my parents won't let me  *cries*,0
"I had a dream that I went to Evo fest, but I didn't.",0
i m totally confused and bored.. my life must change!!,0
@christineknight Poor love  Hope you get to relax somehow on the weekend.,0
@lesley007 Morning Lesley...ya making me jealous,0
waiting for someone's SMS. it's been weeks and nearly a month  :?,0
I wish i could sleep past four a.m. on my nights off  good morning!,0
Want 2 transfer my Naini trip pictures 2my comp so I can upload thm on web bt i dnt hv my USB  Snt few via multimedia @ 5 Rs/pic. Expnsiv!,0
@gemmak500 Know exactly what you mean  I've lost too many friends. I do feel for you all,0
I am such a worthless person. No one i love loves me back the way that they should.,0
"@AubreyODay  Aubrey, i know i speek for a lot of fans when i say we miss seing you on T.V. I hope we will be seeing you again  ...",0
i dont like funerals,0
So guttered that Ruby got eliminated from NZNTM..  I'm all about supporting the locals. Haha. Hosanna better not win..!,0
I miss my wacom. Especially the mouse. Laptop touch pad is horrible,0
is on twitter for the second day running. This is what study leave does to me! If only my car were in one piece,0
the day goes on and on...i think im gonna write a song about it! still thinking itï¿½s impossible for me to get a true friend  why????,0
"@C_J_Stuart Unfortunately not yet, I am still without licence.",0
@Eminem can't wait for that!! recently bought metallia guitar hero but cant play it coz my sony tv went kaput!,0
@ShesElectric_ i'm in bed sick atm-been sick since yesterday   hru hun?,0
@EPMorgan I know!  I can read bt I can't sit outside coz I gota answer the phone,0
"@kev_watson   Sorry address was wrong. where I put samuel in the address, it should be just sam. I am having a stupid brain day today.",0
"@ShaneSakata Hi Shane, that link doesn't seem to work",0
I can't get to bed,0
rain got so big weather so cold right now,0
tonight was a very bad night,0
@kaliie i'm sorry but LOL! what is this about? waitt... you think your mum would still let you do bday stuff this weekend?,0
@Loulou_de_B You have to email her - she only gets what people want in so they aren't on the site. Shame about the trousers,0
@RedBaff alright - was only joking - I just said no wine here  - fool me maybe? - I don;t like drinking,0
@msalonen I can't get it to load.  And I wanted everyone to see my &quot;Bette Davis Eyes&quot; remix video today. boooooo,0
@bagginsboy oh yes. There was no feasts left,0
can't wait to see marco later; not feeling my best,0
Dangit! I just got my Kiss Album in and it's the wrong color.,0
RIP Robin from the Washington Park library,0
@JaylaStarr  I guess you are not interested !!,0
@KIMP19 I know...  it's already been two weeks!,0
"School is going to be absolutely horrible today. Peace out, '09",0
@BrianLehrer  The ONE day I want to listen to you live and the stream is down  Enjoy you on podcast ALL the time.,0
Driving to work running late like always..... No time for starbucks,0
a dog got hit by a car in front of jamies house,0
booo Dario let TK get a hair cut,0
today has not started out very well,0
"@onlyme614 girl yes, as if having it where you CANT see it wont gross enough",0
Working!!! Still sick,0
